web-scraper-order,web-scraper-start-url,author,title,date,content,rating,label
1580574668-4416,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,P RAJSEKHAR,But apple earphone are not connecting. It was work on my pervious phone redmi 7 note pro.,Reviewed in India on 28 January 2020,"Phone is Good, But apple earphone are not connecting. It was work on my pervious phone redmi 7 note pro.",3.0 out of 5 stars,quality
1580574172-2681,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Good phone,Reviewed in India on 23 November 2019,Even being such high battery still doesn't last long enough...,5.0 out of 5 stars,quality
1580573755-1239,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,murali,Budget king??.....,Reviewed in India on 16 November 2019,"A perfect phone for the budget segment....
Performance are like flagship level..
Gaming are runs very smoothly in high graphic settings in pubg and cod......
No over heating issuse...
Battery life is awesome....
Camera is awesome i really like macro camera.....is so solid to take pic....

Totally budget king ??......",5.0 out of 5 stars,quality
1580574582-4129,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,VENKATESH KUMAR,Best Camera,Reviewed in India on 24 January 2020,"Pros: Best spec for budget.
Cons: Speaker sound could be bit higher",5.0 out of 5 stars,quality
1580574207-2807,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,manogar,Good product,Reviewed in India on 6 November 2019,Good product,5.0 out of 5 stars,quality
1580574665-4407,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Too good,Reviewed in India on 20 January 2020,Very good phone at this price. Only i find size too big but nowadays all phones are big in size.,5.0 out of 5 stars,quality
1580574046-2251,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ameer,Value for money,Reviewed in India on 18 November 2019,"Quality,display and performance is ausom But camera The white light doesn't get the picture too much,
  Eg(stage programs high lights.long capturing picture's)",5.0 out of 5 stars,quality
1580574163-2658,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kiran Sapkale,Perfect product.,Reviewed in India on 6 December 2019,"All over performance of battery, camera and screen very good.",5.0 out of 5 stars,quality
1580574275-3044,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Best phone in its price range,Reviewed in India on 23 January 2020,Excellent smart phone with excellent features...,5.0 out of 5 stars,quality
1580573516-398,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,abhishek,Not,Reviewed in India on 23 November 2019,"i received a defective product.i can be complaint to Amazon.amazon provide a technical engineer visit.
technical engineer proof that its a hardware problem in my phone.
but amazon can't refund my amount. i am very disappointed for amazon services.",1.0 out of 5 stars,quality
1580573873-1659,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sachin Saini,Lovely phone ????,Reviewed in India on 15 November 2019,"Just awesome.....
Everything is awesomeness in this phone... taken my ??...lovely ... beautiful colour.... awesome camera... everything in this is worth paying...just go for it without any second thought",5.0 out of 5 stars,quality
1580573607-719,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Master Mind,Low Battery and camera performance,Reviewed in India on 9 December 2019,"Battery is draining too fast.I am a non gamer and use phone once for call, WhatsApps and light music,but need to charge phone by evening every day.
Low light images are not that great as mentioned in reviews.",1.0 out of 5 stars,quality
1580574535-3964,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vinod Krishnan,Good Budget Samrtphone,Reviewed in India on 24 January 2020,"I have been using it since last 1 month, have't found any problem as such for now. A very good budget smartphone in mid range.",4.0 out of 5 stars,quality
1580574573-4097,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MD OMAR FARUK SARDAR,GOOD,Reviewed in India on 12 January 2020,GOOD,5.0 out of 5 stars,quality
1580573672-941,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ritika,Awesome phone,Reviewed in India on 5 December 2019,"I am really loving this phone, because it has too much features and low price, No heating issue occured even ehile playing 2-3 games, just got a manufacturing problem when received, the speaker wasn't working but amazon got that replaced for me.",4.0 out of 5 stars,quality
1580574495-3827,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,subhash chander,Fantabulous,Reviewed in India on 21 December 2019,"Battery is ok
Camera quality is fantabulous.
Click clear pics even in dark with flash light.
No hanging during pubg.",5.0 out of 5 stars,quality
1580574187-2734,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ROHIT JOSHI,"nice product, Awesome mobile in this money",Reviewed in India on 25 January 2020,"Very nice product,good camera quality, sound is good",5.0 out of 5 stars,quality
1580574278-3056,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,rustam arya,Mast mobile 1st game play WW Chicken Dinner,Reviewed in India on 6 December 2019,"Mast mobile 1st game play WW Chicken Dinner ... I am emulator player
Camera awesome
Night mode camera not ok but time pass hai
Overall good phone....",4.0 out of 5 stars,quality
1580573790-1359,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Md aman,Good phone etx,Reviewed in India on 9 November 2019,Very good phone. It has nice battery backup. The thing I most like about its price only 15999rs u will not get any other phone on this specification in this price range. All colors are very preety and nice camera,5.0 out of 5 stars,quality
1580573556-533,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bindav Joshi,Wait for sell but don't miss this phone,Reviewed in India on 5 January 2020,"This is the best budget phone I've ever purchased. Though you have to wait for sell, it's worth it. Redmi has issued all it's problems. The fingerprint sensor works perfectly in the same time as on other flagships. Camera quality is too good. You will find the difference once you compare. Battery life which the most important has not disappointed. Most importantly the gaming experience is the best. Loved it.",5.0 out of 5 stars,quality
1580574445-3646,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GOPAL SAI,BEAST ??,Reviewed in India on 22 November 2019,LOWER PRICE HIGHER QUALITY MOBILE ??,5.0 out of 5 stars,quality
1580573680-978,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ashutosh,Just like as expected. Value for money.,Reviewed in India on 30 December 2019,Functionally same as any other mi note. 8 gb ram does magic in face recognition. Could play pubgee. Camera is the highlight. 64 mpx snaps are amazing. Even normal AI mode is awesome.,5.0 out of 5 stars,quality
1580573818-1457,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Devaraj Ravitheja,Otherwise phone superb,Reviewed in India on 18 November 2019,"Battery poor. Battery soon Discharging...and camera in dark place photo not clear it's blurring.,",4.0 out of 5 stars,quality
1580573491-318,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,jovian,Redmi note 8 pro 6/128gb Review.,Reviewed in India on 3 January 2020,"Loved the phone.

Redmi did an awesome job with this phone.
Tho at first the camara was noise and dull but after updating it to miui 11 it is really awesome i cant stop taking pics from the 64mp.
Now about the performance, i would say it gives you the feeling as tho you are playing on a premium phone i played it for 6 hours straight on HDR+ with high refresh rate. The phone can handle itself well i did not face any lag of frame drops. There was heating but if you play on max setting of any phone for long hours you will face heating. The battery was amazing it lasted for 8 hrs (6hrs of high setting which left it at 5 percentage and the 2 hours of mild usage) i wiuld say the prosessor has to do a lot with powersaving as it ment for performance and saving. The wide angle camare still needs work mainly at low light image does come dark but ofcourse that some you will only notice if you do a comparison.
Haptic has modes high is the best you feel life something is ticking you in the pocket when you are riding or driving. The audio was a high inprovement after the update now i can hear it from the other room. :)  There are cons like if you are swiping very fast if will detect a tocuh anywhere on the screen also when i placed my earphones on it the phone went crazy ( sadly it managed to uninstall Pubg and all i could do was watch as all my data went down the drain) but that fine i installed it again.
The call quality ti good i can hear what people are saying and people can hear what i am saying so no problem there. Internet speed now that really depends on how far the tower is fron you, you will face really slow speeds.  my airtel is the worst
With speed from very good to worst.
1) jio/vodaphone. Both sims have 4g active at once. So you you turn on inter on one the other won't goto 3g.
2) idea tho it's part of voda now but not as good as voda
3) airtel.
The download speeds for jio are at 2 mb/s that what i got when i was downloading from plastore speedtest showed 10mb/s i did get 10 mb/s but after 3 to 6 am when network traffic is reduced. With voda i got 800 kb/s to 2mb/s it staded at 2mb for the most part but there were drops way more the jio.
Ideo had 600kb/s  to 1mb/s that was the best i got from it.
Now it's airtel with 160 kb/s to 400kb/s
I was able to download buy hugh files i was just sitting and watching thr screen.
You have to keep in mind this is in my area it may be defferent in your area.

I hope this helps i will try to update of any changes.",5.0 out of 5 stars,quality
1580574636-4318,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Overall a good and cost effective phone,Reviewed in India on 29 December 2019,"after one month usage, the phone has certain bugging issues and takes a lot of time to get charged",5.0 out of 5 stars,quality
1580574677-4447,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prashant,It's amazing AMAZON,Reviewed in India on 4 January 2020,Really fabulous exp. With Amazon purchasing REDMI NOTE8 PRO.... it's very nice mobile in14999...camera very good,5.0 out of 5 stars,quality
1580574804-4871,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sujal Bangotra,Camera & Battery Backup,Reviewed in India on 23 December 2019,"Best Phone,,, features are great, & I m fully satisfied with this .... Thanks",5.0 out of 5 stars,quality
1580574698-4515,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SATAM,Average,Reviewed in India on 14 January 2020,"Average  performance  in terms of screen
Wven camera doesn't  live upto its mark",4.0 out of 5 stars,quality
1580573621-769,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sanjay G.,THROUGH REVIEW,Reviewed in India on 24 January 2020,"I used this device and found it good!
*Fingerprint is FAST
*Battery life is BEST
*Camera is GOOD but need somewhat to improve
*NO LAG
*Should add EARPHONES
*Speakers with HIGH VOLUME
*Improved sim card and sd card SLOT
*Good LOOK(with gradient)
*FAST Charging
*AT LAST::::GOOD GAMING EXPERIENCE",5.0 out of 5 stars,quality
1580574648-4352,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Prem K.,Perfect Mobile in Range 15-20k,Reviewed in India on 24 November 2019,Camera is too beautiful and its processor Media tek helio g90t is too good Look and Screen is Best in this Product,4.0 out of 5 stars,quality
1580574827-4959,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Balakumaran,Good,Reviewed in India on 12 January 2020,Good,5.0 out of 5 stars,quality
,,,,,overall it is a good phone,,quality
,,,,,loved it,,quality
,,,,,the best phone under 50000,,quality
,,,,,best camera phone under 15000,,quality
,,,,,"pros: good build quality, fast, cheap. Cons : heating, lots of bugs",,quality
1580573764-1263,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aadarsh Kumar,Best price to performance Phone????????,Reviewed in India on 7 November 2019,"Best performance @that price I love it,PUBG in hdr and smooth with extreme frame rates option no another phone giving you this performance bt one issue is heating problem if it will cause you then you can also check for relame xt.",5.0 out of 5 stars,quality 
1580573472-252,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,asif ali,Redmi note 8 pro,Reviewed in India on 13 November 2019,Not a perfect mobile phone Redmi note 8 pro,4.0 out of 5 stars,spam
